ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago,cluster_kmeans,prob_base,prob_combined
C01360,medio_riesgo,710.25,11590.17,0.169,0,7.03,4918.7,26.6,bajo,0.0012,0,3,0.15720742130732707,0.32782354431353977
C01361,bajo_riesgo,829.16,17208.1,0.125,0,5.31,3481.05,30.6,alto,0.0003,0,0,0.0015733940816420443,0.002633516872590593
C01362,bajo_riesgo,792.8,16425.16,0.227,0,7.81,4016.7,36.5,alto,0.0004,0,0,0.0014093729163951996,0.0023226381489394165
C01363,bajo_riesgo,771.33,14992.03,0.05,0,6.25,1230.92,12.3,medio,0.0005,0,2,0.0318054198342404,0.08381293227090317
C01364,medio_riesgo,567.47,5158.0,0.267,0,2.13,4183.08,50.8,medio,0.0077,0,4,0.3089236673312891,0.36395838860947977
C01365,bajo_riesgo,836.56,18566.72,0.248,0,5.6,2152.4,46.2,alto,0.0002,0,0,0.0011816891520428602,0.006273951387515166
C01366,bajo_riesgo,760.73,15893.49,0.098,0,4.5,3865.44,15.0,alto,0.0004,0,0,0.0024015879874077074,0.0039061031724748245
C01367,medio_riesgo,661.22,5945.6,0.175,1,7.43,8323.11,52.6,medio,0.0089,0,4,0.28352528831327,0.34367003388227285
C01368,bajo_riesgo,714.72,14785.87,0.206,0,5.29,2269.32,51.1,medio,0.0007,0,2,0.04057999957647486,0.1052987926578726
C01369,medio_riesgo,706.8,3440.54,0.486,0,2.21,922.38,43.7,medio,0.0092,0,4,0.27322558894538557,0.44624026037764786
C01370,bajo_riesgo,780.03,15377.44,0.075,0,5.09,177.6,41.5,alto,0.0004,0,0,0.0016888604653744418,0.004711330808911317
C01371,alto_riesgo,579.66,6010.96,0.615,0,3.27,5606.2,39.1,bajo,0.0094,0,3,0.44845945072572163,0.5161333610338124
C01372,alto_riesgo,526.34,6834.2,0.759,2,1.85,7022.68,33.5,bajo,0.0437,0,5,0.8499563074012062,0.9305967147275082
C01373,bajo_riesgo,762.93,19016.24,0.11,0,6.43,1045.5,46.7,alto,0.0002,0,0,0.0010286458104306455,0.0031279908318155103
C01374,medio_riesgo,627.69,9120.77,0.456,1,4.53,7094.35,55.5,bajo,0.0073,0,3,0.4424101969350149,0.7770308875865638
C01375,bajo_riesgo,778.72,12676.06,0.136,0,3.86,5547.53,28.6,alto,0.0008,0,0,0.003921218177645539,0.010462023610762592
C01376,bajo_riesgo,724.56,9365.88,0.141,0,5.84,3444.15,18.4,medio,0.0018,0,2,0.07587251305753781,0.26347629716195414
C01377,alto_riesgo,536.0,4227.81,0.237,0,0.0,2947.74,0.9,bajo,0.0098,0,3,0.5730714264440866,0.7300749304222678
C01378,alto_riesgo,358.03,8358.79,0.525,1,4.63,3776.37,13.0,bajo,0.0205,0,3,0.558886053130055,0.754103891894389
C01379,bajo_riesgo,816.7,14729.72,0.331,0,2.77,1175.64,15.7,alto,0.0006,0,0,0.002799281330066338,0.007709608212175799
C01380,bajo_riesgo,803.21,19541.48,0.176,0,4.16,1591.86,48.0,alto,0.0002,0,0,0.0012614703462470746,0.003887522337432703
C01381,bajo_riesgo,816.75,11695.0,0.169,1,5.74,2124.83,20.7,alto,0.0018,0,0,0.004767097012031429,0.012271454603681857
C01382,medio_riesgo,548.87,8822.43,0.462,1,3.89,4359.07,58.5,bajo,0.0099,0,3,0.46096903670224293,0.6770302413781777
C01383,alto_riesgo,415.04,5761.4,0.881,0,1.61,7823.13,28.7,bajo,0.0221,0,1,0.5187282978570505,0.7140941109259522
C01384,bajo_riesgo,799.76,14234.78,0.031,0,3.79,2196.87,30.5,alto,0.0005,0,0,0.0025079448211957505,0.006860335969314897
C01385,medio_riesgo,556.36,4453.35,0.065,1,3.04,1664.63,17.8,bajo,0.0143,0,3,0.5609431582194807,0.6145981703376479
C01386,medio_riesgo,609.36,5605.01,0.3,0,2.92,1287.4,45.3,bajo,0.0064,0,3,0.36584007215075054,0.42462036530264324
C01387,medio_riesgo,744.31,9920.61,0.237,0,4.96,2493.76,22.7,medio,0.0017,0,2,0.07396927860719153,0.16619921524551587
C01388,bajo_riesgo,779.38,14416.7,0.111,0,9.06,5612.55,26.6,medio,0.0005,0,2,0.03041867620910957,0.08058952475106491
C01389,bajo_riesgo,793.66,16986.16,0.265,0,5.55,3673.2,50.9,alto,0.0004,0,0,0.0016694394770307205,0.002782157484383966
C01390,bajo_riesgo,820.82,11191.33,0.137,0,5.83,7492.46,22.7,alto,0.0009,0,0,0.003863813038632933,0.005726425485885946
C01391,bajo_riesgo,751.3,15816.4,0.063,0,6.44,5357.63,34.8,alto,0.0004,0,0,0.0019939624065191054,0.003256247690512152
C01392,alto_riesgo,402.67,7369.15,0.825,1,0.0,9198.94,54.5,bajo,0.031,0,1,0.6642779852496635,0.7131492874557477
C01393,medio_riesgo,640.57,11312.61,0.266,2,4.33,2472.52,24.7,medio,0.0073,0,4,0.30885746729502567,0.5350189052205635
C01394,bajo_riesgo,766.6,17833.29,0.094,0,5.31,5424.5,5.7,alto,0.0003,0,0,0.0019467586054574527,0.005847797720032614
C01395,medio_riesgo,586.31,8504.65,0.291,0,8.51,464.29,0.8,medio,0.0038,0,4,0.10892023817723155,0.14268167419448782
C01396,medio_riesgo,620.82,6998.66,0.304,1,8.07,4095.88,18.6,bajo,0.0095,0,3,0.36415543660124133,0.43309257974354176
C01397,bajo_riesgo,827.23,16862.4,0.049,0,3.7,3276.12,48.0,alto,0.0003,0,0,0.0018480885103038377,0.003066446354166528
C01398,medio_riesgo,575.15,8083.92,0.271,1,1.55,4079.71,49.3,bajo,0.0084,0,3,0.5299092353586169,0.7307997122252443
C01399,bajo_riesgo,711.84,17223.19,0.33,0,7.0,3456.82,10.2,alto,0.0005,0,0,0.0017502709973618935,0.002929952091036027
C01400,bajo_riesgo,772.72,18860.59,0.174,0,8.34,2440.29,43.8,alto,0.0002,0,0,0.000909298315923461,0.0015743048160389243
C01401,bajo_riesgo,810.28,11100.12,0.022,0,1.61,2364.18,8.5,alto,0.0008,0,0,0.004895845180803485,0.007102092336196809
C01402,alto_riesgo,300.0,2863.22,0.471,0,2.62,4082.39,19.9,bajo,0.0337,0,3,0.6513888433308966,0.8000004526811114
C01403,medio_riesgo,510.22,10347.97,0.207,0,2.58,2317.08,15.0,medio,0.003,0,4,0.19969880341407767,0.2628714329550906
C01404,bajo_riesgo,717.08,18525.39,0.081,0,5.17,864.31,34.7,medio,0.0003,0,2,0.02515878745913032,0.07212069436351105
C01405,medio_riesgo,634.78,6389.87,0.36,0,2.96,2766.48,24.1,medio,0.0055,0,4,0.23985241748098887,0.29234426196267477
C01406,bajo_riesgo,765.36,10249.97,0.262,0,2.82,3498.46,41.9,medio,0.0015,0,4,0.138308341946618,0.4164290437656839
C01407,bajo_riesgo,817.54,18539.83,0.13,0,5.24,2627.94,42.4,alto,0.0002,0,0,0.0012844300992958658,0.0022087166131688984
C01408,bajo_riesgo,829.51,17393.01,0.184,0,3.25,3021.07,8.2,medio,0.0003,0,2,0.037282777244366315,0.06107594387654059
C01409,alto_riesgo,499.9,9512.95,0.559,1,4.59,811.3,44.2,bajo,0.0112,0,3,0.4040562528974516,0.48601992357274304
C01410,alto_riesgo,505.53,6889.74,0.553,3,1.4,7130.01,40.8,bajo,0.0704,0,5,0.9097137231478533,0.9313155169965429
C01411,alto_riesgo,681.5,3212.17,0.181,0,1.01,4034.42,20.6,bajo,0.0073,0,3,0.5073594768756738,0.557723207864969
C01412,bajo_riesgo,785.63,13444.6,0.254,0,3.42,1959.85,54.4,medio,0.0008,0,2,0.05142195489879257,0.07661231372380578
C01413,bajo_riesgo,818.66,19485.93,0.129,0,6.16,4651.6,8.0,medio,0.0002,0,2,0.023060331921558635,0.04013908391083304
C01414,alto_riesgo,387.22,6031.31,0.327,1,2.04,7789.98,0.4,bajo,0.0235,0,1,0.6236537922385206,0.8718939531444525
C01415,medio_riesgo,739.21,7937.5,0.322,0,4.33,2567.92,16.2,medio,0.0028,0,4,0.1566654500277819,0.20107100345337342
C01416,bajo_riesgo,813.27,5348.4,0.124,0,6.97,750.39,45.1,alto,0.003,0,0,0.004065290745172183,0.009045931923208433
C01417,alto_riesgo,554.04,4751.17,0.594,1,4.87,5778.05,33.8,bajo,0.0253,0,3,0.5901941083421638,0.6475850245055501
C01418,medio_riesgo,707.31,13304.04,0.166,1,2.63,6075.93,15.2,bajo,0.0018,0,3,0.34227133088576317,0.5868298493169397
C01419,bajo_riesgo,770.94,8432.87,0.134,0,8.73,1127.08,19.3,alto,0.0019,0,0,0.002728672813265037,0.0037146750869024507
C01420,medio_riesgo,609.3,9069.63,0.5,1,2.94,1536.96,0.5,bajo,0.0082,0,3,0.45439763854756016,0.6701328805840655
C01421,bajo_riesgo,779.73,16427.29,0.147,0,5.08,900.54,4.6,medio,0.0004,0,2,0.03176999488917637,0.05078721277658441
C01422,medio_riesgo,565.4,7791.14,0.657,1,6.75,9168.22,24.3,bajo,0.0145,0,1,0.38625983234751354,0.6054245313130041
C01423,alto_riesgo,491.42,5508.64,0.65,0,0.0,6730.5,56.5,bajo,0.0141,0,1,0.4899350752706808,0.5341762603610808
C01424,medio_riesgo,526.26,10013.59,0.352,0,2.83,1817.56,44.3,bajo,0.0037,0,3,0.3014432194679515,0.37924584334322453
C01425,bajo_riesgo,759.51,17001.21,0.134,0,6.83,1002.21,57.3,alto,0.0003,0,0,0.0012076966746535985,0.003507999311395725
C01426,bajo_riesgo,766.56,17915.39,0.068,0,4.49,3264.1,20.4,medio,0.0003,0,2,0.032048060194442306,0.05332004888602985
C01427,alto_riesgo,530.01,6951.89,0.459,1,5.54,2670.61,5.6,bajo,0.0151,0,3,0.4785300077806548,0.8693149109983561
C01428,medio_riesgo,608.72,6937.28,0.443,1,3.33,1591.11,42.8,bajo,0.0117,0,3,0.47147128820533424,0.5407124462648801
C01429,bajo_riesgo,779.32,14750.53,0.206,0,6.59,4920.39,49.8,alto,0.0006,0,0,0.0020572642643290717,0.005755008172353458
C01430,alto_riesgo,457.09,6485.52,0.552,2,0.0,1805.02,27.0,bajo,0.045,0,5,0.852441866656251,0.9242245115809089
C01431,bajo_riesgo,775.13,13175.18,0.061,1,7.8,2904.75,59.5,medio,0.0013,0,2,0.054179319975760816,0.13349968535135856
C01432,medio_riesgo,594.57,5729.22,0.392,1,5.81,3349.98,27.7,medio,0.0146,0,4,0.3184601036110375,0.5155505402788322
C01433,alto_riesgo,568.27,4881.93,0.712,0,2.3,4353.7,43.8,bajo,0.0137,0,3,0.5003401017134488,0.5603783409713591
C01434,medio_riesgo,635.03,6565.44,0.661,0,7.14,2797.68,3.0,bajo,0.0076,0,3,0.28645505207188504,0.3454444873870489
C01435,alto_riesgo,640.89,6544.77,0.501,2,2.5,13253.46,37.6,bajo,0.0246,0,1,0.6924109833339509,0.8441767683791818
C01436,medio_riesgo,686.24,6158.14,0.349,0,3.95,4930.68,4.5,medio,0.0049,0,4,0.23894740982098167,0.29189616656238776
C01437,medio_riesgo,665.98,6852.42,0.556,1,2.78,1011.05,32.7,medio,0.0115,0,4,0.32276713756151154,0.5246434070090038
C01438,bajo_riesgo,794.75,14295.94,0.022,0,4.06,6344.63,4.9,alto,0.0005,0,0,0.003343692968193175,0.009286219786923377
C01439,medio_riesgo,634.48,9890.47,0.452,2,4.16,5423.59,22.6,medio,0.0123,0,4,0.40911537650365404,0.6357623294922596
C01440,alto_riesgo,498.99,7371.8,0.627,4,4.39,15526.08,33.3,bajo,0.1337,0,1,0.8862181752432069,0.9161875316176725
C01441,medio_riesgo,587.9,7569.06,0.451,0,5.53,4095.64,38.5,bajo,0.0056,0,3,0.3055611264976017,0.3728616990850128
C01442,bajo_riesgo,790.52,15125.95,0.115,0,3.99,2646.81,38.1,alto,0.0004,0,0,0.002326653463476671,0.011405337511144519
C01443,medio_riesgo,667.66,9890.67,0.53,0,5.31,9024.81,8.9,bajo,0.003,0,3,0.3127064498670449,0.39751219976185986
C01444,bajo_riesgo,810.06,12304.12,0.129,0,6.22,4334.32,47.9,medio,0.0008,0,2,0.04512401515261617,0.11134051387178072
C01445,bajo_riesgo,797.28,16841.85,0.273,0,6.01,324.94,7.8,medio,0.0004,0,2,0.026219786756262266,0.04235070125348075
C01446,medio_riesgo,662.41,9723.32,0.262,0,3.62,3869.24,39.5,bajo,0.0023,0,3,0.26292876172374735,0.6107952986199442
C01447,alto_riesgo,424.82,5020.25,0.471,3,2.38,6261.85,24.6,bajo,0.1127,0,5,0.9242835269908976,0.940114143746666
C01448,medio_riesgo,551.51,7983.19,0.294,0,5.64,3223.63,31.4,medio,0.0047,0,4,0.17749164312831273,0.47661060240685155
C01449,bajo_riesgo,809.97,17528.82,0.261,0,8.05,2782.43,23.2,alto,0.0003,0,0,0.0011366440392505082,0.003363533681023694
C01450,bajo_riesgo,829.48,11233.74,0.202,0,2.51,5966.72,11.2,alto,0.001,0,0,0.0054690393339319595,0.00806147625013374
C01451,bajo_riesgo,747.26,9867.11,0.356,0,7.12,2399.83,50.2,alto,0.0019,0,0,0.0031594201915247175,0.01372179110132811
C01452,alto_riesgo,484.86,3029.66,0.835,0,2.53,2828.41,43.9,bajo,0.0291,0,3,0.5670846903094672,0.7369576835921947
C01453,alto_riesgo,504.42,7125.01,0.545,2,1.27,4013.84,36.3,bajo,0.0344,0,5,0.8251815750025906,0.9175022740592744
C01454,bajo_riesgo,785.28,11488.36,0.157,0,6.05,889.16,58.6,alto,0.001,0,0,0.002359552465281881,0.0034380242606050844
C01455,alto_riesgo,531.21,5203.0,0.607,0,3.71,7557.77,15.6,bajo,0.0127,0,1,0.40314162462682,0.6069312751086129
C01456,alto_riesgo,548.13,4797.81,0.825,0,2.99,5764.07,13.6,bajo,0.0169,0,3,0.5400966120850753,0.7254699281871296
C01457,alto_riesgo,552.34,7464.02,0.569,2,0.0,2572.27,31.7,bajo,0.0288,0,5,0.8203591902146228,0.8487262564011031
C01458,alto_riesgo,506.19,9941.17,0.626,1,1.46,11692.17,54.7,bajo,0.0109,0,1,0.530690181670216,0.7449696463386757
C01459,medio_riesgo,641.49,7624.23,0.1,0,0.0,249.99,52.4,medio,0.0031,0,4,0.22340647942284358,0.26017396056585235
C01460,alto_riesgo,477.52,7841.84,0.482,1,1.67,587.25,19.2,bajo,0.0152,0,3,0.557075534348819,0.6279497842662903
C01461,alto_riesgo,406.45,6913.43,0.653,0,3.92,4056.5,35.8,bajo,0.0138,0,3,0.458959658773576,0.7780324361792063
C01462,medio_riesgo,611.7,7590.4,0.384,2,3.88,3020.14,45.7,medio,0.019,0,4,0.4344705739355042,0.5084620140889212
C01463,alto_riesgo,362.62,1500.0,0.519,0,2.8,564.77,42.9,bajo,0.0386,0,3,0.5951862829682083,0.7507828009598542
C01464,medio_riesgo,528.24,9051.77,0.656,0,5.29,12761.99,16.4,medio,0.0063,0,4,0.3039103160870739,0.38647652865966736
C01465,medio_riesgo,700.69,9745.37,0.401,0,4.41,4282.48,21.2,medio,0.0024,0,4,0.1528121138306886,0.20392630979834683
C01466,alto_riesgo,552.03,6419.36,0.867,1,1.26,823.6,16.3,bajo,0.0254,0,5,0.7187796642731765,0.854170124206111
C01467,bajo_riesgo,805.89,10975.41,0.185,0,4.8,4349.91,9.6,alto,0.0011,0,0,0.00399308920712789,0.005821193049391592
C01468,medio_riesgo,672.66,6934.93,0.353,1,3.36,3699.28,4.3,medio,0.0087,0,4,0.34138506722316087,0.6815273953844767
C01469,bajo_riesgo,789.02,10282.67,0.366,0,8.12,1354.89,52.5,alto,0.0016,0,0,0.002316311646992167,0.003290490120767645
C01470,bajo_riesgo,803.0,11506.6,0.124,0,8.13,5540.35,47.7,medio,0.0009,0,2,0.042529308207075095,0.16991686844303977
C01471,bajo_riesgo,736.34,18562.39,0.116,0,6.57,2533.48,24.7,medio,0.0003,0,2,0.023458442301580736,0.039710999957048465
C01472,medio_riesgo,631.64,8185.6,0.561,1,3.6,5210.62,47.3,medio,0.0099,0,4,0.329466945432125,0.40334246638510957
C01473,medio_riesgo,618.33,5347.64,0.316,0,3.4,5361.42,22.1,bajo,0.0067,0,3,0.43066214477362286,0.4941081879974699
C01474,bajo_riesgo,730.65,14681.2,0.215,0,6.63,810.49,2.2,alto,0.0007,0,0,0.001976019189979723,0.003093186046624115
C01475,bajo_riesgo,776.7,15629.75,0.194,0,6.16,1617.79,14.0,alto,0.0005,0,0,0.001760584327259644,0.008714544153072238
C01476,bajo_riesgo,760.94,20713.54,0.315,0,8.38,1268.54,47.6,medio,0.0002,0,2,0.013186545804534497,0.04062423557456629
C01477,medio_riesgo,670.12,9094.02,0.683,0,6.11,1160.05,46.3,bajo,0.0042,0,3,0.2079135309503666,0.26638397878616504
C01478,bajo_riesgo,751.15,8191.72,0.153,0,4.98,2363.28,8.4,alto,0.0021,0,0,0.00515647539427406,0.012280748190585689
C01479,bajo_riesgo,707.74,16146.16,0.081,0,3.61,2680.64,35.1,alto,0.0005,0,0,0.0025078281293948843,0.00408392451187086
C01480,medio_riesgo,726.9,10500.75,0.461,4,2.98,742.01,19.9,medio,0.033,0,4,0.599418676577386,0.680859828610619
C01481,bajo_riesgo,753.92,18116.64,0.263,1,3.31,35.09,18.3,medio,0.0007,0,2,0.05576655846799641,0.1494413157037113
C01482,bajo_riesgo,821.03,14194.12,0.142,0,1.3,1058.0,53.3,alto,0.0005,0,0,0.003008030085347579,0.004658979917356445
C01483,medio_riesgo,659.78,9684.0,0.621,0,2.93,9932.14,19.4,bajo,0.0036,0,1,0.2926651836230389,0.5135563935249432
C01484,alto_riesgo,439.62,6133.7,0.796,1,2.92,5052.43,39.0,bajo,0.0342,0,5,0.7575981000869538,0.8040375295933508
C01485,medio_riesgo,514.41,8658.2,0.256,0,3.74,4800.79,5.4,bajo,0.0044,0,3,0.37181059060418437,0.5914774977713046
C01486,medio_riesgo,554.26,10891.68,0.676,0,2.52,1685.35,31.3,medio,0.0042,0,4,0.1893506303926365,0.37264656463605333
C01487,bajo_riesgo,781.4,18733.51,0.06,0,7.48,873.76,57.1,medio,0.0002,0,2,0.015615518875743098,0.07797668071346572
C01488,medio_riesgo,602.44,8826.02,0.621,0,2.29,1740.24,53.4,bajo,0.0051,0,3,0.3281955057490012,0.5425481108052816
C01489,bajo_riesgo,786.4,17562.19,0.194,0,7.91,1553.26,45.2,alto,0.0003,0,0,0.001029150202176223,0.0017246402975673236
C01490,bajo_riesgo,699.9,13983.29,0.173,0,7.71,1479.54,20.8,medio,0.0008,0,2,0.03461273956305322,0.05253398676725581
C01491,alto_riesgo,588.44,5609.74,0.817,0,0.0,5663.31,43.3,bajo,0.0127,0,1,0.45021101446096873,0.6322869269356672
C01492,bajo_riesgo,880.57,15430.28,0.065,0,4.78,3652.03,59.2,alto,0.0003,0,0,0.001729726414919571,0.002783157346924134
C01493,medio_riesgo,568.12,8227.41,0.315,2,2.48,4631.97,58.1,medio,0.0176,0,4,0.490093822841835,0.6994247189740492
C01494,bajo_riesgo,716.1,17841.79,0.109,0,7.73,3134.18,27.6,alto,0.0003,0,0,0.0012948762451576318,0.0021960650861726264
C01495,bajo_riesgo,694.5,13371.73,0.141,0,5.82,1341.52,18.5,alto,0.0009,0,0,0.002609480662820741,0.003972727230515515
C01496,alto_riesgo,528.88,3381.66,0.847,1,2.89,3695.03,5.0,bajo,0.0476,0,5,0.789030617478916,0.8211477331402506
C01497,alto_riesgo,530.12,6898.17,0.584,0,0.0,3973.17,41.2,bajo,0.0088,0,3,0.5174515512466624,0.8023170901940178
C01498,bajo_riesgo,802.34,13999.59,0.149,0,4.67,5885.35,21.9,alto,0.0006,0,0,0.0030604276031998643,0.008433378657706953
C01499,alto_riesgo,495.57,1667.14,0.875,3,1.78,4163.04,45.3,bajo,0.246,0,5,0.941253947934358,0.9498888308806324
C01500,bajo_riesgo,795.15,15405.31,0.074,0,5.56,4333.64,59.1,medio,0.0004,0,2,0.034218344369424475,0.15073818652093712
C01501,alto_riesgo,436.6,5563.9,0.435,0,0.19,7728.07,46.8,bajo,0.0127,0,1,0.5112745660889937,0.5623935415820766
C01502,alto_riesgo,540.82,7082.2,0.646,2,2.41,10759.72,47.0,bajo,0.0351,0,1,0.6903988264916354,0.7533806732897916
C01503,bajo_riesgo,799.74,12956.48,0.261,0,8.02,4363.19,55.5,medio,0.0008,0,2,0.035269980519969484,0.08956585679691759
C01504,alto_riesgo,467.46,7282.58,0.766,0,0.0,7897.21,47.9,bajo,0.0122,0,1,0.4829447945318639,0.5382454766634179
C01505,alto_riesgo,520.37,5669.47,0.588,1,0.24,143.45,42.8,bajo,0.0232,0,5,0.7324861371298313,0.7673680551097932
C01506,medio_riesgo,595.31,10892.9,0.186,0,2.03,2273.44,27.4,bajo,0.002,0,3,0.2810458519305016,0.3612209604651933
C01507,medio_riesgo,642.57,6580.07,0.248,0,2.17,1250.77,33.3,medio,0.0045,0,4,0.2239880691199564,0.2739952654255052
C01508,bajo_riesgo,744.33,16053.75,0.077,0,6.83,1558.91,14.4,medio,0.0004,0,2,0.02825920613901502,0.04501525145055769
C01509,bajo_riesgo,791.27,15858.22,0.027,0,6.61,2871.02,1.9,alto,0.0003,0,0,0.0016749466716834084,0.0047705600598507815
C01510,alto_riesgo,562.66,5388.43,0.604,0,0.0,5150.21,5.7,bajo,0.0111,0,3,0.5878138969896919,0.7483624792055815
C01511,bajo_riesgo,712.3,17369.93,0.199,0,3.16,3054.33,29.5,medio,0.0004,0,2,0.04382545898945865,0.0714576473334783
C01512,alto_riesgo,541.41,7455.03,0.731,3,4.49,5193.15,0.4,bajo,0.0699,0,5,0.8629617875739442,0.9375532719854484
C01513,alto_riesgo,562.19,4467.65,0.424,1,0.1,6151.81,14.1,bajo,0.0214,0,5,0.8150160862920149,0.9014367710347401
C01514,alto_riesgo,540.99,8293.55,0.609,2,5.85,8050.31,28.4,bajo,0.0266,0,5,0.7458693426278038,0.8781544030361333
C01515,bajo_riesgo,727.27,16806.31,0.157,1,5.82,1341.09,41.5,medio,0.0008,0,2,0.04926709296125759,0.07864992899672262
C01516,alto_riesgo,518.75,8646.78,0.706,1,1.91,4164.76,24.4,bajo,0.0149,0,5,0.6898931113690833,0.7549485866971268
C01517,bajo_riesgo,726.51,15396.71,0.078,0,7.26,1166.74,36.8,medio,0.0005,0,2,0.027429516575059504,0.04304033782399181
C01518,alto_riesgo,544.43,3459.6,0.611,0,0.41,3563.32,6.7,bajo,0.0172,0,3,0.6117146363708157,0.6512997070846679
C01519,alto_riesgo,645.07,2770.29,0.653,1,4.35,6071.12,21.4,bajo,0.0306,0,3,0.6372955386837693,0.8694869389575564
C01520,medio_riesgo,681.85,11301.62,0.207,1,7.01,1768.02,5.0,medio,0.003,0,2,0.09350226910937111,0.130670025523868
C01521,bajo_riesgo,805.86,20801.09,0.083,0,4.03,1015.55,12.7,medio,0.0001,0,2,0.020658745122066592,0.06271778869290945
C01522,alto_riesgo,403.74,7649.11,0.87,1,0.0,3628.39,28.0,bajo,0.0308,0,5,0.7953955253985002,0.8945488487573295
C01523,medio_riesgo,648.95,8937.43,0.324,0,4.74,3364.38,37.8,medio,0.003,0,4,0.1548933245024532,0.3097638386541767
C01524,bajo_riesgo,709.61,8701.01,0.099,0,4.5,1394.65,34.4,alto,0.002,0,0,0.004810056157085157,0.006589160468852209
C01525,bajo_riesgo,772.8,14568.89,0.37,0,8.45,2487.7,15.1,alto,0.0007,0,0,0.0016699164298322562,0.0026241176106394154
C01526,bajo_riesgo,793.54,9721.14,0.321,0,5.31,2103.57,41.9,alto,0.0017,0,0,0.003682752129632286,0.00517742410563815
C01527,alto_riesgo,487.88,6601.91,0.623,1,2.43,1255.83,33.8,bajo,0.0222,0,5,0.687615949923726,0.7422388937888996
C01528,medio_riesgo,595.54,9204.19,0.764,0,4.35,10570.53,33.3,medio,0.0057,0,4,0.2705891289853227,0.48416119870228785
C01529,bajo_riesgo,810.48,19888.02,0.161,0,5.64,8371.88,53.4,alto,0.0002,0,0,0.0014870352585071012,0.004733334337850439
C01530,bajo_riesgo,831.04,11483.38,0.173,0,6.81,326.1,17.4,alto,0.0009,0,0,0.0021436679088213395,0.0031169267047184398
C01531,medio_riesgo,608.0,8185.08,0.342,1,6.3,220.84,37.6,medio,0.0082,0,4,0.20474449031942182,0.2580003523587663
C01532,bajo_riesgo,769.89,12230.21,0.051,0,5.71,3264.62,39.6,alto,0.0008,0,0,0.0027368497379619758,0.00408983742833413
C01533,bajo_riesgo,756.95,21799.33,0.187,0,8.96,2263.41,55.7,alto,0.0001,0,0,0.0005981868303101076,0.0019471124894517642
C01534,alto_riesgo,505.11,7538.51,0.928,0,0.88,7592.29,36.9,bajo,0.0126,0,1,0.4472219795850242,0.8575210913590396
C01535,bajo_riesgo,799.56,11053.25,0.12,0,7.22,376.09,14.3,alto,0.001,0,0,0.002246139372169107,0.009973525275057262
C01536,medio_riesgo,520.9,7394.43,0.385,0,4.57,9499.97,9.1,medio,0.0065,0,4,0.3086581392700086,0.5192562060268747
C01537,alto_riesgo,482.82,6253.06,0.575,1,1.89,9876.18,14.0,bajo,0.0228,0,1,0.6232970278407429,0.6891877097317584
C01538,medio_riesgo,684.93,3900.51,0.381,1,1.53,1025.46,52.2,bajo,0.0159,0,3,0.5600548445112421,0.6102191973581454
C01539,medio_riesgo,554.09,8499.82,0.135,0,0.05,5998.5,49.2,medio,0.0035,0,4,0.30479268027863315,0.3597579312901234
C01540,medio_riesgo,546.33,8122.75,0.538,0,2.99,2619.18,53.8,medio,0.0063,0,4,0.22613793756452286,0.28450121431774866
C01541,medio_riesgo,524.93,3345.53,0.52,0,3.8,7266.7,28.5,bajo,0.0168,0,3,0.5556358910425865,0.608487220574822
C01542,alto_riesgo,388.69,8818.93,0.617,2,2.35,1337.96,40.6,bajo,0.0377,0,5,0.7812353968603343,0.8964316735577897
C01543,bajo_riesgo,747.01,16414.61,0.183,0,9.24,1017.78,6.6,alto,0.0004,0,0,0.0011327956389492466,0.0018461127359537999
C01544,alto_riesgo,418.61,9716.93,0.406,0,4.3,4280.14,14.6,bajo,0.0057,0,3,0.364268556555826,0.44849465690292867
C01545,bajo_riesgo,718.63,19135.62,0.106,0,7.76,940.46,45.0,medio,0.0002,0,2,0.016870257641430974,0.028888757466500083
C01546,bajo_riesgo,830.24,17918.25,0.164,0,6.19,1144.12,14.7,alto,0.0002,0,0,0.0011865586187879188,0.0035203741392079964
C01547,medio_riesgo,510.18,8285.05,0.547,0,3.82,2434.67,20.7,bajo,0.0068,0,3,0.3587672672535062,0.5736155891701367
C01548,bajo_riesgo,808.15,14012.4,0.265,0,4.24,4234.32,22.3,alto,0.0006,0,0,0.0029846824728639552,0.004658383838181682
C01549,bajo_riesgo,805.85,13122.15,0.098,0,7.9,794.05,32.6,medio,0.0006,0,2,0.028332836234681847,0.07211607032410455
C01550,medio_riesgo,677.91,14914.74,0.311,1,4.47,4639.25,6.3,medio,0.0017,0,4,0.15915852346027287,0.3476384735287
C01551,alto_riesgo,488.12,6105.9,0.762,1,1.77,3265.15,45.4,bajo,0.0287,0,5,0.7434415355065758,0.921401969844733
C01552,medio_riesgo,702.97,9961.42,0.172,1,2.84,4375.06,0.5,bajo,0.0035,0,3,0.41098332757367756,0.6370191648676687
C01553,alto_riesgo,407.61,3563.74,0.515,2,0.73,7012.99,58.4,bajo,0.0857,0,5,0.9094878422688963,0.9749515418618305
C01554,medio_riesgo,653.31,11319.54,0.355,0,3.1,3411.14,10.7,medio,0.0019,0,4,0.15631310958474218,0.2136834342170406
C01555,bajo_riesgo,816.86,14316.12,0.138,0,7.51,3216.62,13.7,medio,0.0005,0,2,0.0314056081089924,0.048386908850177046
