ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago,cluster_kmeans
C01269,alto_riesgo,546.38,7674.0,0.549,1,1.63,2480.93,20.2,bajo,0.0139,0,3
C01270,bajo_riesgo,812.06,6719.53,0.14,0,6.78,3735.59,48.7,alto,0.0023,0,0
C01271,alto_riesgo,645.05,2419.12,0.537,2,3.63,2480.24,46.9,bajo,0.056,0,5
C01272,medio_riesgo,713.15,12774.79,0.277,0,4.48,3200.28,1.7,medio,0.0011,0,2
C01273,bajo_riesgo,746.87,16809.62,0.279,0,2.54,1971.74,21.6,alto,0.0004,0,0
C01274,bajo_riesgo,790.12,16111.75,0.14,0,6.52,1818.11,20.4,medio,0.0004,0,2
C01275,medio_riesgo,650.9,11005.98,0.354,0,0.23,5176.77,55.3,bajo,0.0021,0,3
C01276,alto_riesgo,610.54,5756.37,0.477,0,1.36,2938.87,7.7,bajo,0.0077,0,3
C01277,alto_riesgo,542.13,5980.23,0.867,2,1.61,6814.27,12.4,bajo,0.0556,0,5
C01278,bajo_riesgo,786.69,6937.25,0.147,1,5.16,1157.84,20.6,medio,0.0049,0,4
C01279,bajo_riesgo,749.33,15715.28,0.177,0,8.13,1037.48,36.5,alto,0.0005,0,0
C01280,medio_riesgo,675.41,10697.97,0.506,0,6.52,2936.88,46.5,medio,0.0025,0,4
C01281,bajo_riesgo,794.44,9907.45,0.106,0,4.41,5245.33,49.7,medio,0.0012,0,2
C01282,medio_riesgo,669.6,10818.12,0.326,0,0.81,3136.81,38.2,medio,0.002,0,4
C01283,alto_riesgo,415.3,3364.94,0.555,1,0.0,7075.53,10.2,bajo,0.0473,0,1
C01284,bajo_riesgo,815.13,16731.75,0.06,1,5.31,3485.64,49.4,medio,0.0006,0,2
C01285,bajo_riesgo,779.28,11967.81,0.062,0,2.32,4345.95,25.5,medio,0.0008,0,2
C01286,alto_riesgo,526.53,7405.13,0.786,3,4.35,6036.74,27.7,bajo,0.0782,0,5
C01287,medio_riesgo,598.87,10232.57,0.431,2,3.73,3366.54,34.4,medio,0.0124,0,4
C01288,medio_riesgo,643.89,13305.97,0.289,2,4.29,821.26,17.0,medio,0.005,0,4
C01289,medio_riesgo,616.15,10591.96,0.413,0,3.25,706.58,49.8,medio,0.0027,0,4
C01290,bajo_riesgo,834.71,14430.75,0.135,0,6.55,2426.43,55.5,alto,0.0005,0,0
C01291,bajo_riesgo,743.3,13783.29,0.077,0,3.2,2370.02,14.7,alto,0.0006,0,0
C01292,alto_riesgo,481.57,6270.87,0.781,2,4.71,4834.56,36.1,bajo,0.0567,0,5
C01293,bajo_riesgo,766.26,15947.74,0.145,0,6.24,2514.16,12.9,alto,0.0004,0,0
C01294,bajo_riesgo,776.22,12705.34,0.226,0,6.61,1135.17,1.2,alto,0.0009,0,0
C01295,alto_riesgo,431.28,6626.61,0.88,1,0.0,7651.54,36.6,bajo,0.0351,0,1
C01296,bajo_riesgo,817.32,11667.29,0.093,0,5.87,3375.8,58.8,alto,0.0008,0,0
C01297,bajo_riesgo,713.93,14345.54,0.06,0,4.07,1399.45,16.9,alto,0.0006,0,0
C01298,bajo_riesgo,825.46,10432.88,0.105,0,8.83,6214.99,32.6,medio,0.001,0,2
C01299,bajo_riesgo,785.13,17486.23,0.281,0,6.28,2295.9,10.7,alto,0.0003,0,0
C01300,medio_riesgo,546.18,11948.79,0.383,2,0.76,2474.03,20.8,bajo,0.0098,0,5
C01301,bajo_riesgo,780.14,13943.58,0.123,0,9.12,1533.18,34.2,alto,0.0006,0,0
C01302,alto_riesgo,510.25,7538.8,0.94,3,4.79,3655.51,29.5,bajo,0.0945,0,5
C01303,medio_riesgo,669.08,8623.53,0.262,1,4.05,3888.74,59.9,medio,0.0057,0,4
C01304,alto_riesgo,513.15,6459.61,0.728,3,2.33,1823.56,23.1,bajo,0.0905,0,5
C01305,alto_riesgo,539.3,5958.81,0.608,1,2.87,16063.93,51.0,bajo,0.0212,0,1
C01306,bajo_riesgo,773.62,11934.75,0.061,0,4.0,5164.15,59.6,medio,0.0008,0,2
C01307,medio_riesgo,654.73,10037.0,0.063,0,0.0,8857.67,16.4,medio,0.0018,0,4
C01308,alto_riesgo,457.2,3136.89,0.743,2,1.23,15883.17,59.9,bajo,0.1036,0,1
C01309,bajo_riesgo,878.14,17975.86,0.092,0,4.81,3200.31,49.7,medio,0.0002,0,2
C01310,alto_riesgo,455.3,8548.19,0.679,1,4.59,16896.35,22.2,bajo,0.0178,0,1
C01311,alto_riesgo,578.17,8892.14,0.815,2,5.38,3622.62,50.8,bajo,0.027,0,5
C01312,medio_riesgo,590.8,4342.85,0.544,0,5.59,4700.31,9.0,bajo,0.0117,0,3
C01313,bajo_riesgo,900.0,17301.19,0.32,0,5.59,1035.37,5.2,alto,0.0003,0,0
C01314,medio_riesgo,561.71,10751.54,0.408,1,0.86,3082.46,58.0,medio,0.0061,0,4
C01315,alto_riesgo,455.99,6252.1,0.727,0,0.26,6424.31,45.7,bajo,0.0148,0,1
C01316,medio_riesgo,512.55,6600.27,0.266,2,3.67,1413.4,19.6,medio,0.0269,0,4
C01317,bajo_riesgo,822.25,16234.89,0.181,0,9.42,1580.49,46.2,alto,0.0004,0,0
C01318,alto_riesgo,514.78,5705.27,0.863,0,2.45,9634.64,17.4,bajo,0.0163,0,1
C01319,bajo_riesgo,770.28,19344.4,0.111,0,6.11,5720.96,2.6,alto,0.0002,0,0
C01320,bajo_riesgo,710.22,15355.52,0.146,0,3.77,1240.73,22.8,alto,0.0006,0,0
C01321,bajo_riesgo,786.33,7868.8,0.1,0,7.14,4125.38,31.7,alto,0.0019,0,0
C01322,bajo_riesgo,854.5,17143.72,0.027,1,5.48,1512.75,58.5,alto,0.0004,0,0
C01323,medio_riesgo,683.27,8190.1,0.244,0,5.32,2544.16,44.3,medio,0.0029,0,4
C01324,alto_riesgo,616.92,8885.75,0.83,2,4.58,11768.29,36.2,bajo,0.0246,0,1
C01325,bajo_riesgo,785.04,13479.68,0.169,0,8.18,5124.99,32.1,medio,0.0007,0,2
C01326,medio_riesgo,780.4,11230.61,0.191,0,4.02,1754.45,19.2,medio,0.0011,0,2
C01327,bajo_riesgo,815.07,11215.12,0.207,0,3.78,3248.06,19.5,alto,0.001,0,0
C01328,alto_riesgo,525.2,5895.98,0.875,1,0.77,18516.38,41.6,bajo,0.0306,0,1
C01329,alto_riesgo,445.33,8892.01,0.618,0,2.9,1675.68,28.3,bajo,0.008,0,3
C01330,alto_riesgo,537.6,5705.95,0.337,3,3.75,6888.02,28.5,bajo,0.063,0,5
C01331,bajo_riesgo,790.26,21406.97,0.074,0,7.03,814.5,42.3,medio,0.0001,0,2
C01332,medio_riesgo,598.33,7041.03,0.187,1,0.4,2163.54,30.1,bajo,0.0088,0,3
C01333,bajo_riesgo,727.58,16586.26,0.104,0,8.2,296.42,6.4,alto,0.0004,0,0
C01334,bajo_riesgo,853.18,20819.33,0.042,1,7.89,1206.26,57.0,alto,0.0002,0,0
C01335,bajo_riesgo,787.08,17028.92,0.149,0,4.26,2825.6,55.7,alto,0.0003,0,0
C01336,medio_riesgo,570.55,10500.45,0.517,0,6.37,6129.96,33.8,bajo,0.0035,0,3
C01337,alto_riesgo,472.32,7020.99,0.597,3,0.83,2866.43,20.2,bajo,0.0791,0,5
C01338,medio_riesgo,624.05,10095.59,0.658,0,4.65,4192.18,26.1,bajo,0.0039,0,3
C01339,bajo_riesgo,769.63,13184.47,0.065,0,5.82,546.84,16.1,alto,0.0007,0,0
C01340,medio_riesgo,654.47,13633.58,0.362,1,3.44,2820.72,18.6,bajo,0.0025,0,3
C01341,medio_riesgo,595.21,9271.55,0.313,1,3.0,866.24,26.1,medio,0.0066,0,4
C01342,bajo_riesgo,725.08,13385.87,0.217,0,3.96,1235.67,54.7,medio,0.0009,0,2
C01343,alto_riesgo,449.62,6417.6,0.896,3,5.35,8612.53,51.9,bajo,0.1293,0,5
C01344,bajo_riesgo,754.78,15688.04,0.036,0,6.26,4661.3,30.9,medio,0.0004,0,2
C01345,bajo_riesgo,734.43,13393.96,0.335,0,4.14,2353.61,30.5,alto,0.001,0,0
C01346,medio_riesgo,714.2,16265.39,0.545,2,5.58,1426.66,16.8,medio,0.003,0,4
C01347,medio_riesgo,648.74,12490.74,0.234,0,3.03,6103.95,43.9,medio,0.0013,0,4
C01348,alto_riesgo,619.29,2016.57,0.577,0,3.08,12104.52,4.4,bajo,0.0177,0,1
C01349,bajo_riesgo,840.07,16357.34,0.112,0,4.08,973.13,30.3,medio,0.0003,0,2
C01350,medio_riesgo,501.77,8527.44,0.289,1,5.11,1378.57,35.1,bajo,0.0098,0,3
C01351,bajo_riesgo,812.47,15110.88,0.223,1,4.6,3307.56,14.4,alto,0.001,0,0
C01352,alto_riesgo,579.45,6622.79,0.212,0,1.92,7115.06,47.3,bajo,0.0052,0,3
C01353,alto_riesgo,484.48,4961.58,0.472,0,4.69,3448.95,58.8,bajo,0.013,0,3
C01354,medio_riesgo,609.4,5029.24,0.408,1,5.42,6579.58,29.3,medio,0.0164,0,4
C01355,medio_riesgo,522.54,10916.25,0.431,1,5.0,10829.88,45.5,medio,0.0068,0,4
C01356,bajo_riesgo,723.42,8299.56,0.086,0,5.27,886.69,43.9,alto,0.0021,0,0
C01357,medio_riesgo,651.18,14157.27,0.458,0,3.25,4624.43,37.3,medio,0.0012,0,4
C01358,bajo_riesgo,800.66,17294.65,0.091,0,6.13,3161.26,43.0,medio,0.0003,0,2
C01359,medio_riesgo,660.95,9826.96,0.61,0,1.86,2929.55,59.0,medio,0.0034,0,4
C01360,medio_riesgo,710.25,11590.17,0.169,0,7.03,4918.7,26.6,bajo,0.0012,0,3
C01361,bajo_riesgo,829.16,17208.1,0.125,0,5.31,3481.05,30.6,alto,0.0003,0,0
C01362,bajo_riesgo,792.8,16425.16,0.227,0,7.81,4016.7,36.5,alto,0.0004,0,0
C01363,bajo_riesgo,771.33,14992.03,0.05,0,6.25,1230.92,12.3,medio,0.0005,0,2
C01364,medio_riesgo,567.47,5158.0,0.267,0,2.13,4183.08,50.8,medio,0.0077,0,4
C01365,bajo_riesgo,836.56,18566.72,0.248,0,5.6,2152.4,46.2,alto,0.0002,0,0
C01366,bajo_riesgo,760.73,15893.49,0.098,0,4.5,3865.44,15.0,alto,0.0004,0,0
C01367,medio_riesgo,661.22,5945.6,0.175,1,7.43,8323.11,52.6,medio,0.0089,0,4
C01368,bajo_riesgo,714.72,14785.87,0.206,0,5.29,2269.32,51.1,medio,0.0007,0,2
C01369,medio_riesgo,706.8,3440.54,0.486,0,2.21,922.38,43.7,medio,0.0092,0,4
C01370,bajo_riesgo,780.03,15377.44,0.075,0,5.09,177.6,41.5,alto,0.0004,0,0
C01371,alto_riesgo,579.66,6010.96,0.615,0,3.27,5606.2,39.1,bajo,0.0094,0,3
C01372,alto_riesgo,526.34,6834.2,0.759,2,1.85,7022.68,33.5,bajo,0.0437,0,5
C01373,bajo_riesgo,762.93,19016.24,0.11,0,6.43,1045.5,46.7,alto,0.0002,0,0
C01374,medio_riesgo,627.69,9120.77,0.456,1,4.53,7094.35,55.5,bajo,0.0073,0,3
C01375,bajo_riesgo,778.72,12676.06,0.136,0,3.86,5547.53,28.6,alto,0.0008,0,0
C01376,bajo_riesgo,724.56,9365.88,0.141,0,5.84,3444.15,18.4,medio,0.0018,0,2
C01377,alto_riesgo,536.0,4227.81,0.237,0,0.0,2947.74,0.9,bajo,0.0098,0,3
C01378,alto_riesgo,358.03,8358.79,0.525,1,4.63,3776.37,13.0,bajo,0.0205,0,3
C01379,bajo_riesgo,816.7,14729.72,0.331,0,2.77,1175.64,15.7,alto,0.0006,0,0
C01380,bajo_riesgo,803.21,19541.48,0.176,0,4.16,1591.86,48.0,alto,0.0002,0,0
C01381,bajo_riesgo,816.75,11695.0,0.169,1,5.74,2124.83,20.7,alto,0.0018,0,0
C01382,medio_riesgo,548.87,8822.43,0.462,1,3.89,4359.07,58.5,bajo,0.0099,0,3
C01383,alto_riesgo,415.04,5761.4,0.881,0,1.61,7823.13,28.7,bajo,0.0221,0,1
C01384,bajo_riesgo,799.76,14234.78,0.031,0,3.79,2196.87,30.5,alto,0.0005,0,0
C01385,medio_riesgo,556.36,4453.35,0.065,1,3.04,1664.63,17.8,bajo,0.0143,0,3
C01386,medio_riesgo,609.36,5605.01,0.3,0,2.92,1287.4,45.3,bajo,0.0064,0,3
C01387,medio_riesgo,744.31,9920.61,0.237,0,4.96,2493.76,22.7,medio,0.0017,0,2
C01388,bajo_riesgo,779.38,14416.7,0.111,0,9.06,5612.55,26.6,medio,0.0005,0,2
C01389,bajo_riesgo,793.66,16986.16,0.265,0,5.55,3673.2,50.9,alto,0.0004,0,0
C01390,bajo_riesgo,820.82,11191.33,0.137,0,5.83,7492.46,22.7,alto,0.0009,0,0
C01391,bajo_riesgo,751.3,15816.4,0.063,0,6.44,5357.63,34.8,alto,0.0004,0,0
C01392,alto_riesgo,402.67,7369.15,0.825,1,0.0,9198.94,54.5,bajo,0.031,0,1
C01393,medio_riesgo,640.57,11312.61,0.266,2,4.33,2472.52,24.7,medio,0.0073,0,4
C01394,bajo_riesgo,766.6,17833.29,0.094,0,5.31,5424.5,5.7,alto,0.0003,0,0
C01395,medio_riesgo,586.31,8504.65,0.291,0,8.51,464.29,0.8,medio,0.0038,0,4
C01396,medio_riesgo,620.82,6998.66,0.304,1,8.07,4095.88,18.6,bajo,0.0095,0,3
C01397,bajo_riesgo,827.23,16862.4,0.049,0,3.7,3276.12,48.0,alto,0.0003,0,0
C01398,medio_riesgo,575.15,8083.92,0.271,1,1.55,4079.71,49.3,bajo,0.0084,0,3
C01399,bajo_riesgo,711.84,17223.19,0.33,0,7.0,3456.82,10.2,alto,0.0005,0,0
C01400,bajo_riesgo,772.72,18860.59,0.174,0,8.34,2440.29,43.8,alto,0.0002,0,0
C01401,bajo_riesgo,810.28,11100.12,0.022,0,1.61,2364.18,8.5,alto,0.0008,0,0
C01402,alto_riesgo,300.0,2863.22,0.471,0,2.62,4082.39,19.9,bajo,0.0337,0,3
C01403,medio_riesgo,510.22,10347.97,0.207,0,2.58,2317.08,15.0,medio,0.003,0,4
C01404,bajo_riesgo,717.08,18525.39,0.081,0,5.17,864.31,34.7,medio,0.0003,0,2
C01405,medio_riesgo,634.78,6389.87,0.36,0,2.96,2766.48,24.1,medio,0.0055,0,4
C01406,bajo_riesgo,765.36,10249.97,0.262,0,2.82,3498.46,41.9,medio,0.0015,0,4
C01407,bajo_riesgo,817.54,18539.83,0.13,0,5.24,2627.94,42.4,alto,0.0002,0,0
C01408,bajo_riesgo,829.51,17393.01,0.184,0,3.25,3021.07,8.2,medio,0.0003,0,2
C01409,alto_riesgo,499.9,9512.95,0.559,1,4.59,811.3,44.2,bajo,0.0112,0,3
C01410,alto_riesgo,505.53,6889.74,0.553,3,1.4,7130.01,40.8,bajo,0.0704,0,5
C01411,alto_riesgo,681.5,3212.17,0.181,0,1.01,4034.42,20.6,bajo,0.0073,0,3
C01412,bajo_riesgo,785.63,13444.6,0.254,0,3.42,1959.85,54.4,medio,0.0008,0,2
C01413,bajo_riesgo,818.66,19485.93,0.129,0,6.16,4651.6,8.0,medio,0.0002,0,2
C01414,alto_riesgo,387.22,6031.31,0.327,1,2.04,7789.98,0.4,bajo,0.0235,0,1
C01415,medio_riesgo,739.21,7937.5,0.322,0,4.33,2567.92,16.2,medio,0.0028,0,4
C01416,bajo_riesgo,813.27,5348.4,0.124,0,6.97,750.39,45.1,alto,0.003,0,0
C01417,alto_riesgo,554.04,4751.17,0.594,1,4.87,5778.05,33.8,bajo,0.0253,0,3
C01418,medio_riesgo,707.31,13304.04,0.166,1,2.63,6075.93,15.2,bajo,0.0018,0,3
C01419,bajo_riesgo,770.94,8432.87,0.134,0,8.73,1127.08,19.3,alto,0.0019,0,0
C01420,medio_riesgo,609.3,9069.63,0.5,1,2.94,1536.96,0.5,bajo,0.0082,0,3
C01421,bajo_riesgo,779.73,16427.29,0.147,0,5.08,900.54,4.6,medio,0.0004,0,2
C01422,medio_riesgo,565.4,7791.14,0.657,1,6.75,9168.22,24.3,bajo,0.0145,0,1
C01423,alto_riesgo,491.42,5508.64,0.65,0,0.0,6730.5,56.5,bajo,0.0141,0,1
C01424,medio_riesgo,526.26,10013.59,0.352,0,2.83,1817.56,44.3,bajo,0.0037,0,3
C01425,bajo_riesgo,759.51,17001.21,0.134,0,6.83,1002.21,57.3,alto,0.0003,0,0
C01426,bajo_riesgo,766.56,17915.39,0.068,0,4.49,3264.1,20.4,medio,0.0003,0,2
C01427,alto_riesgo,530.01,6951.89,0.459,1,5.54,2670.61,5.6,bajo,0.0151,0,3
C01428,medio_riesgo,608.72,6937.28,0.443,1,3.33,1591.11,42.8,bajo,0.0117,0,3
C01429,bajo_riesgo,779.32,14750.53,0.206,0,6.59,4920.39,49.8,alto,0.0006,0,0
C01430,alto_riesgo,457.09,6485.52,0.552,2,0.0,1805.02,27.0,bajo,0.045,0,5
C01431,bajo_riesgo,775.13,13175.18,0.061,1,7.8,2904.75,59.5,medio,0.0013,0,2
C01432,medio_riesgo,594.57,5729.22,0.392,1,5.81,3349.98,27.7,medio,0.0146,0,4
C01433,alto_riesgo,568.27,4881.93,0.712,0,2.3,4353.7,43.8,bajo,0.0137,0,3
C01434,medio_riesgo,635.03,6565.44,0.661,0,7.14,2797.68,3.0,bajo,0.0076,0,3
C01435,alto_riesgo,640.89,6544.77,0.501,2,2.5,13253.46,37.6,bajo,0.0246,0,1
C01436,medio_riesgo,686.24,6158.14,0.349,0,3.95,4930.68,4.5,medio,0.0049,0,4
C01437,medio_riesgo,665.98,6852.42,0.556,1,2.78,1011.05,32.7,medio,0.0115,0,4
C01438,bajo_riesgo,794.75,14295.94,0.022,0,4.06,6344.63,4.9,alto,0.0005,0,0
C01439,medio_riesgo,634.48,9890.47,0.452,2,4.16,5423.59,22.6,medio,0.0123,0,4
C01440,alto_riesgo,498.99,7371.8,0.627,4,4.39,15526.08,33.3,bajo,0.1337,0,1
C01441,medio_riesgo,587.9,7569.06,0.451,0,5.53,4095.64,38.5,bajo,0.0056,0,3
C01442,bajo_riesgo,790.52,15125.95,0.115,0,3.99,2646.81,38.1,alto,0.0004,0,0
C01443,medio_riesgo,667.66,9890.67,0.53,0,5.31,9024.81,8.9,bajo,0.003,0,3
C01444,bajo_riesgo,810.06,12304.12,0.129,0,6.22,4334.32,47.9,medio,0.0008,0,2
C01445,bajo_riesgo,797.28,16841.85,0.273,0,6.01,324.94,7.8,medio,0.0004,0,2
C01446,medio_riesgo,662.41,9723.32,0.262,0,3.62,3869.24,39.5,bajo,0.0023,0,3
C01447,alto_riesgo,424.82,5020.25,0.471,3,2.38,6261.85,24.6,bajo,0.1127,0,5
C01448,medio_riesgo,551.51,7983.19,0.294,0,5.64,3223.63,31.4,medio,0.0047,0,4
C01449,bajo_riesgo,809.97,17528.82,0.261,0,8.05,2782.43,23.2,alto,0.0003,0,0
C01450,bajo_riesgo,829.48,11233.74,0.202,0,2.51,5966.72,11.2,alto,0.001,0,0
C01451,bajo_riesgo,747.26,9867.11,0.356,0,7.12,2399.83,50.2,alto,0.0019,0,0
C01452,alto_riesgo,484.86,3029.66,0.835,0,2.53,2828.41,43.9,bajo,0.0291,0,3
C01453,alto_riesgo,504.42,7125.01,0.545,2,1.27,4013.84,36.3,bajo,0.0344,0,5
C01454,bajo_riesgo,785.28,11488.36,0.157,0,6.05,889.16,58.6,alto,0.001,0,0
C01455,alto_riesgo,531.21,5203.0,0.607,0,3.71,7557.77,15.6,bajo,0.0127,0,1
C01456,alto_riesgo,548.13,4797.81,0.825,0,2.99,5764.07,13.6,bajo,0.0169,0,3
C01457,alto_riesgo,552.34,7464.02,0.569,2,0.0,2572.27,31.7,bajo,0.0288,0,5
C01458,alto_riesgo,506.19,9941.17,0.626,1,1.46,11692.17,54.7,bajo,0.0109,0,1
C01459,medio_riesgo,641.49,7624.23,0.1,0,0.0,249.99,52.4,medio,0.0031,0,4
C01460,alto_riesgo,477.52,7841.84,0.482,1,1.67,587.25,19.2,bajo,0.0152,0,3
C01461,alto_riesgo,406.45,6913.43,0.653,0,3.92,4056.5,35.8,bajo,0.0138,0,3
C01462,medio_riesgo,611.7,7590.4,0.384,2,3.88,3020.14,45.7,medio,0.019,0,4
C01463,alto_riesgo,362.62,1500.0,0.519,0,2.8,564.77,42.9,bajo,0.0386,0,3
C01464,medio_riesgo,528.24,9051.77,0.656,0,5.29,12761.99,16.4,medio,0.0063,0,4
C01465,medio_riesgo,700.69,9745.37,0.401,0,4.41,4282.48,21.2,medio,0.0024,0,4
C01466,alto_riesgo,552.03,6419.36,0.867,1,1.26,823.6,16.3,bajo,0.0254,0,5
C01467,bajo_riesgo,805.89,10975.41,0.185,0,4.8,4349.91,9.6,alto,0.0011,0,0
C01468,medio_riesgo,672.66,6934.93,0.353,1,3.36,3699.28,4.3,medio,0.0087,0,4
C01469,bajo_riesgo,789.02,10282.67,0.366,0,8.12,1354.89,52.5,alto,0.0016,0,0
C01470,bajo_riesgo,803.0,11506.6,0.124,0,8.13,5540.35,47.7,medio,0.0009,0,2
C01471,bajo_riesgo,736.34,18562.39,0.116,0,6.57,2533.48,24.7,medio,0.0003,0,2
C01472,medio_riesgo,631.64,8185.6,0.561,1,3.6,5210.62,47.3,medio,0.0099,0,4
C01473,medio_riesgo,618.33,5347.64,0.316,0,3.4,5361.42,22.1,bajo,0.0067,0,3
C01474,bajo_riesgo,730.65,14681.2,0.215,0,6.63,810.49,2.2,alto,0.0007,0,0
C01475,bajo_riesgo,776.7,15629.75,0.194,0,6.16,1617.79,14.0,alto,0.0005,0,0
C01476,bajo_riesgo,760.94,20713.54,0.315,0,8.38,1268.54,47.6,medio,0.0002,0,2
C01477,medio_riesgo,670.12,9094.02,0.683,0,6.11,1160.05,46.3,bajo,0.0042,0,3
C01478,bajo_riesgo,751.15,8191.72,0.153,0,4.98,2363.28,8.4,alto,0.0021,0,0
C01479,bajo_riesgo,707.74,16146.16,0.081,0,3.61,2680.64,35.1,alto,0.0005,0,0
C01480,medio_riesgo,726.9,10500.75,0.461,4,2.98,742.01,19.9,medio,0.033,0,4
C01481,bajo_riesgo,753.92,18116.64,0.263,1,3.31,35.09,18.3,medio,0.0007,0,2
C01482,bajo_riesgo,821.03,14194.12,0.142,0,1.3,1058.0,53.3,alto,0.0005,0,0
C01483,medio_riesgo,659.78,9684.0,0.621,0,2.93,9932.14,19.4,bajo,0.0036,0,1
C01484,alto_riesgo,439.62,6133.7,0.796,1,2.92,5052.43,39.0,bajo,0.0342,0,5
C01485,medio_riesgo,514.41,8658.2,0.256,0,3.74,4800.79,5.4,bajo,0.0044,0,3
C01486,medio_riesgo,554.26,10891.68,0.676,0,2.52,1685.35,31.3,medio,0.0042,0,4
C01487,bajo_riesgo,781.4,18733.51,0.06,0,7.48,873.76,57.1,medio,0.0002,0,2
C01488,medio_riesgo,602.44,8826.02,0.621,0,2.29,1740.24,53.4,bajo,0.0051,0,3
C01489,bajo_riesgo,786.4,17562.19,0.194,0,7.91,1553.26,45.2,alto,0.0003,0,0
C01490,bajo_riesgo,699.9,13983.29,0.173,0,7.71,1479.54,20.8,medio,0.0008,0,2
C01491,alto_riesgo,588.44,5609.74,0.817,0,0.0,5663.31,43.3,bajo,0.0127,0,1
C01492,bajo_riesgo,880.57,15430.28,0.065,0,4.78,3652.03,59.2,alto,0.0003,0,0
C01493,medio_riesgo,568.12,8227.41,0.315,2,2.48,4631.97,58.1,medio,0.0176,0,4
C01494,bajo_riesgo,716.1,17841.79,0.109,0,7.73,3134.18,27.6,alto,0.0003,0,0
C01495,bajo_riesgo,694.5,13371.73,0.141,0,5.82,1341.52,18.5,alto,0.0009,0,0
C01496,alto_riesgo,528.88,3381.66,0.847,1,2.89,3695.03,5.0,bajo,0.0476,0,5
C01497,alto_riesgo,530.12,6898.17,0.584,0,0.0,3973.17,41.2,bajo,0.0088,0,3
C01498,bajo_riesgo,802.34,13999.59,0.149,0,4.67,5885.35,21.9,alto,0.0006,0,0
C01499,alto_riesgo,495.57,1667.14,0.875,3,1.78,4163.04,45.3,bajo,0.246,0,5
C01500,bajo_riesgo,795.15,15405.31,0.074,0,5.56,4333.64,59.1,medio,0.0004,0,2
C01501,alto_riesgo,436.6,5563.9,0.435,0,0.19,7728.07,46.8,bajo,0.0127,0,1
C01502,alto_riesgo,540.82,7082.2,0.646,2,2.41,10759.72,47.0,bajo,0.0351,0,1
C01503,bajo_riesgo,799.74,12956.48,0.261,0,8.02,4363.19,55.5,medio,0.0008,0,2
C01504,alto_riesgo,467.46,7282.58,0.766,0,0.0,7897.21,47.9,bajo,0.0122,0,1
C01505,alto_riesgo,520.37,5669.47,0.588,1,0.24,143.45,42.8,bajo,0.0232,0,5
C01506,medio_riesgo,595.31,10892.9,0.186,0,2.03,2273.44,27.4,bajo,0.002,0,3
C01507,medio_riesgo,642.57,6580.07,0.248,0,2.17,1250.77,33.3,medio,0.0045,0,4
C01508,bajo_riesgo,744.33,16053.75,0.077,0,6.83,1558.91,14.4,medio,0.0004,0,2
C01509,bajo_riesgo,791.27,15858.22,0.027,0,6.61,2871.02,1.9,alto,0.0003,0,0
C01510,alto_riesgo,562.66,5388.43,0.604,0,0.0,5150.21,5.7,bajo,0.0111,0,3
C01511,bajo_riesgo,712.3,17369.93,0.199,0,3.16,3054.33,29.5,medio,0.0004,0,2
C01512,alto_riesgo,541.41,7455.03,0.731,3,4.49,5193.15,0.4,bajo,0.0699,0,5
C01513,alto_riesgo,562.19,4467.65,0.424,1,0.1,6151.81,14.1,bajo,0.0214,0,5
C01514,alto_riesgo,540.99,8293.55,0.609,2,5.85,8050.31,28.4,bajo,0.0266,0,5
C01515,bajo_riesgo,727.27,16806.31,0.157,1,5.82,1341.09,41.5,medio,0.0008,0,2
C01516,alto_riesgo,518.75,8646.78,0.706,1,1.91,4164.76,24.4,bajo,0.0149,0,5
C01517,bajo_riesgo,726.51,15396.71,0.078,0,7.26,1166.74,36.8,medio,0.0005,0,2
C01518,alto_riesgo,544.43,3459.6,0.611,0,0.41,3563.32,6.7,bajo,0.0172,0,3
C01519,alto_riesgo,645.07,2770.29,0.653,1,4.35,6071.12,21.4,bajo,0.0306,0,3
C01520,medio_riesgo,681.85,11301.62,0.207,1,7.01,1768.02,5.0,medio,0.003,0,2
C01521,bajo_riesgo,805.86,20801.09,0.083,0,4.03,1015.55,12.7,medio,0.0001,0,2
C01522,alto_riesgo,403.74,7649.11,0.87,1,0.0,3628.39,28.0,bajo,0.0308,0,5
C01523,medio_riesgo,648.95,8937.43,0.324,0,4.74,3364.38,37.8,medio,0.003,0,4
C01524,bajo_riesgo,709.61,8701.01,0.099,0,4.5,1394.65,34.4,alto,0.002,0,0
C01525,bajo_riesgo,772.8,14568.89,0.37,0,8.45,2487.7,15.1,alto,0.0007,0,0
C01526,bajo_riesgo,793.54,9721.14,0.321,0,5.31,2103.57,41.9,alto,0.0017,0,0
C01527,alto_riesgo,487.88,6601.91,0.623,1,2.43,1255.83,33.8,bajo,0.0222,0,5
C01528,medio_riesgo,595.54,9204.19,0.764,0,4.35,10570.53,33.3,medio,0.0057,0,4
C01529,bajo_riesgo,810.48,19888.02,0.161,0,5.64,8371.88,53.4,alto,0.0002,0,0
C01530,bajo_riesgo,831.04,11483.38,0.173,0,6.81,326.1,17.4,alto,0.0009,0,0
C01531,medio_riesgo,608.0,8185.08,0.342,1,6.3,220.84,37.6,medio,0.0082,0,4
C01532,bajo_riesgo,769.89,12230.21,0.051,0,5.71,3264.62,39.6,alto,0.0008,0,0
