ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago
C01093,bajo_riesgo,753.82,14734.84,0.163,0,4.65,7431.77,51.3,alto,0.0006,0
C01094,bajo_riesgo,760.79,18936.07,0.146,0,1.87,6409.84,8.0,medio,0.0002,0
C01095,bajo_riesgo,834.59,15881.01,0.346,0,5.13,4506.22,11.6,alto,0.0004,0
C01096,medio_riesgo,575.07,11272.36,0.564,1,3.29,1243.35,54.6,medio,0.0064,0
C01097,alto_riesgo,437.99,1500.0,0.81,1,0.56,3922.63,18.2,bajo,0.0838,0
C01098,medio_riesgo,624.91,7351.25,0.696,0,3.4,5746.68,46.8,bajo,0.007,0
C01099,medio_riesgo,667.15,14765.08,0.447,1,1.47,1747.87,54.6,medio,0.0021,0
C01100,bajo_riesgo,714.91,17113.75,0.082,0,6.63,4442.99,28.3,alto,0.0004,0
C01101,medio_riesgo,582.64,10385.93,0.728,0,4.22,6418.1,23.4,bajo,0.0045,0
C01102,alto_riesgo,614.84,9100.23,0.522,2,1.66,7228.09,22.8,bajo,0.0165,0
C01103,medio_riesgo,619.93,6334.73,0.53,0,3.55,1504.94,30.6,medio,0.0071,0
C01104,bajo_riesgo,778.8,15890.89,0.068,0,6.25,4079.86,19.7,alto,0.0004,0
C01105,bajo_riesgo,808.18,15088.38,0.087,0,4.66,2674.52,53.0,alto,0.0004,0
C01106,medio_riesgo,695.42,9537.5,0.591,1,1.08,3195.33,28.8,medio,0.0065,0
C01107,alto_riesgo,491.91,9522.6,0.843,0,2.58,8269.92,1.5,bajo,0.008,0
C01108,alto_riesgo,445.24,6584.03,0.581,0,3.32,4907.92,19.4,bajo,0.0121,0
C01109,bajo_riesgo,826.58,10898.36,0.086,0,7.18,1287.1,19.8,alto,0.0009,0
C01110,bajo_riesgo,721.88,16638.93,0.465,0,7.91,857.96,45.7,alto,0.0006,0
C01111,bajo_riesgo,807.05,13404.12,0.07,0,9.05,1404.78,47.5,medio,0.0006,0
C01112,bajo_riesgo,770.31,20222.19,0.218,0,5.05,4136.59,51.8,alto,0.0002,0
C01113,bajo_riesgo,810.02,13471.83,0.152,0,8.55,3131.76,55.3,alto,0.0006,0
C01114,bajo_riesgo,832.43,15322.4,0.014,0,4.78,1769.03,49.5,alto,0.0003,0
C01115,medio_riesgo,583.38,12772.04,0.388,1,0.96,1376.05,16.9,bajo,0.0037,0
C01116,alto_riesgo,503.94,4043.43,0.624,1,0.96,11406.81,22.2,bajo,0.0348,0
C01117,bajo_riesgo,848.64,17145.07,0.319,0,5.53,285.92,33.9,medio,0.0003,0
C01118,medio_riesgo,525.95,6990.33,0.433,1,3.47,4949.07,4.1,bajo,0.0147,0
C01119,alto_riesgo,631.46,6210.71,0.621,0,0.0,4378.69,45.7,bajo,0.0078,0
C01120,alto_riesgo,503.49,8530.66,0.574,0,3.58,1684.01,28.7,bajo,0.0068,0
C01121,bajo_riesgo,709.34,19342.08,0.062,0,5.79,1381.85,55.5,alto,0.0002,0
C01122,medio_riesgo,603.03,12550.54,0.615,2,5.66,1181.44,42.4,medio,0.0096,0
C01123,bajo_riesgo,747.42,12490.17,0.096,0,8.66,7078.47,42.8,alto,0.0008,0
C01124,medio_riesgo,692.7,8820.15,0.251,0,3.86,3570.2,10.9,medio,0.0025,0
C01125,medio_riesgo,526.44,11084.98,0.144,0,3.94,2155.02,57.5,medio,0.0023,0
C01126,medio_riesgo,534.34,6250.45,0.263,1,5.39,2948.59,58.3,medio,0.0135,0
C01127,bajo_riesgo,784.54,15051.66,0.051,0,3.87,3050.28,35.4,medio,0.0004,0
C01128,medio_riesgo,703.9,11394.28,0.38,0,4.08,2276.94,12.2,medio,0.0017,0
C01129,bajo_riesgo,778.11,20539.29,0.166,0,8.79,4449.78,4.9,alto,0.0002,0
C01130,alto_riesgo,466.83,5532.23,0.88,0,1.91,6305.16,46.6,bajo,0.0198,0
C01131,bajo_riesgo,817.69,14858.47,0.018,0,2.9,1611.0,37.9,medio,0.0004,0
C01132,medio_riesgo,624.42,7685.35,0.209,0,6.49,2630.76,9.5,bajo,0.0036,0
C01133,bajo_riesgo,811.53,13249.48,0.104,0,5.69,2826.25,48.3,alto,0.0006,0
C01134,bajo_riesgo,851.3,10745.95,0.239,0,2.91,2792.7,10.5,alto,0.001,0
C01135,bajo_riesgo,685.78,15411.49,0.171,1,5.72,5412.06,11.4,alto,0.0012,0
C01136,bajo_riesgo,743.84,14985.14,0.16,0,5.57,1766.35,34.1,medio,0.0006,0
C01137,bajo_riesgo,774.66,13562.5,0.222,0,5.43,1861.17,29.9,alto,0.0007,0
C01138,alto_riesgo,575.72,6621.48,0.25,4,2.85,18014.8,37.5,bajo,0.083,0
C01139,medio_riesgo,633.86,5330.68,0.452,0,5.28,3852.32,31.5,bajo,0.0076,0
C01140,medio_riesgo,625.74,7739.73,0.823,1,1.43,9222.41,49.9,medio,0.015,0
C01141,bajo_riesgo,840.33,17835.32,0.026,0,5.52,1576.35,0.3,medio,0.0002,0
C01142,bajo_riesgo,740.79,11703.1,0.203,1,4.11,1328.56,23.5,alto,0.0023,0
C01143,medio_riesgo,631.21,10376.46,0.502,0,1.59,4320.12,49.2,medio,0.003,0
C01144,medio_riesgo,627.87,5172.65,0.549,0,3.15,2756.67,32.9,medio,0.0089,0
C01145,alto_riesgo,461.88,5108.02,0.669,0,3.85,16485.06,59.3,bajo,0.0171,0
C01146,bajo_riesgo,787.92,15167.43,0.054,0,6.69,1401.65,58.8,medio,0.0004,0
C01147,alto_riesgo,431.8,5020.56,0.419,2,3.5,15184.11,57.5,bajo,0.0548,0
C01148,alto_riesgo,526.74,4776.9,0.438,0,2.29,5068.73,58.8,bajo,0.0114,0
C01149,bajo_riesgo,816.61,16957.86,0.43,0,5.74,7002.71,32.2,alto,0.0004,0
C01150,medio_riesgo,695.22,7728.1,0.421,1,2.04,2998.63,30.2,medio,0.0076,0
C01151,medio_riesgo,569.71,11681.9,0.378,0,5.82,3977.4,30.9,bajo,0.0024,0
C01152,medio_riesgo,663.3,10758.14,0.52,0,4.3,4786.25,0.4,bajo,0.0026,0
C01153,medio_riesgo,533.87,10007.92,0.384,0,1.74,5607.8,12.9,medio,0.0037,0
C01154,alto_riesgo,600.91,7471.9,0.482,2,5.36,2518.54,11.1,bajo,0.0226,0
C01155,bajo_riesgo,720.24,16846.71,0.05,0,2.51,988.98,7.9,medio,0.0004,0
C01156,medio_riesgo,553.56,10295.05,0.346,0,0.0,2661.43,14.8,medio,0.0032,0
C01157,bajo_riesgo,783.0,16919.27,0.217,0,6.06,2408.19,59.3,medio,0.0004,0
C01158,alto_riesgo,477.21,2731.08,0.729,0,0.0,6109.54,0.2,bajo,0.0278,0
C01159,alto_riesgo,585.11,3145.2,0.68,2,4.97,3828.76,28.7,bajo,0.068,0
C01160,bajo_riesgo,719.33,15700.63,0.074,0,7.73,4850.56,50.1,alto,0.0005,0
C01161,bajo_riesgo,762.14,13475.93,0.022,0,6.5,1989.64,22.1,medio,0.0006,0
C01162,medio_riesgo,631.0,10920.17,0.662,0,2.39,5489.86,18.4,bajo,0.0032,0
C01163,bajo_riesgo,765.25,20127.03,0.116,0,5.61,2843.26,27.3,alto,0.0002,0
C01164,medio_riesgo,625.13,8459.02,0.689,1,1.96,3627.21,48.4,medio,0.0111,0
C01165,medio_riesgo,665.73,12432.8,0.115,1,6.19,6041.65,16.4,bajo,0.0022,0
C01166,alto_riesgo,561.74,2169.04,0.705,1,4.35,2881.55,53.0,bajo,0.0464,0
C01167,bajo_riesgo,778.19,17517.05,0.127,0,8.02,3634.05,15.9,alto,0.0003,0
C01168,bajo_riesgo,763.31,16499.04,0.095,0,4.64,5708.77,22.9,alto,0.0004,0
C01169,medio_riesgo,571.79,12765.12,0.041,0,5.15,1394.01,23.6,bajo,0.0013,0
C01170,alto_riesgo,540.53,7297.22,0.401,1,2.17,5464.89,39.6,bajo,0.0127,0
C01171,medio_riesgo,572.84,7662.49,0.333,1,3.49,737.85,7.3,medio,0.0099,0
C01172,alto_riesgo,532.37,10212.7,0.568,1,0.0,2177.68,16.2,bajo,0.0089,0
C01173,bajo_riesgo,787.06,9574.12,0.508,0,7.19,658.99,7.4,medio,0.0022,0
C01174,alto_riesgo,520.34,5548.48,0.578,1,3.58,7789.69,8.4,bajo,0.0235,0
C01175,medio_riesgo,524.13,10541.68,0.34,0,6.94,2868.92,26.5,medio,0.0033,0
C01176,bajo_riesgo,811.6,10809.71,0.187,0,7.52,1478.06,37.1,medio,0.0011,0
C01177,bajo_riesgo,803.67,13878.98,0.161,0,4.38,2650.18,35.7,alto,0.0006,0
C01178,bajo_riesgo,754.76,15502.16,0.077,0,6.23,1114.88,44.6,medio,0.0004,0
C01179,medio_riesgo,659.25,8076.06,0.378,3,3.02,3284.65,39.0,medio,0.0296,0
C01180,alto_riesgo,488.9,3991.67,0.762,1,2.34,9521.51,47.6,bajo,0.0431,0
C01181,medio_riesgo,731.5,11224.11,0.605,0,2.08,4936.19,53.6,medio,0.0021,0
C01182,medio_riesgo,532.02,10629.9,0.43,0,1.87,3612.11,35.4,bajo,0.0035,0
C01183,bajo_riesgo,770.34,15730.26,0.204,0,5.76,1283.18,57.9,alto,0.0005,0
C01184,bajo_riesgo,741.18,11344.11,0.157,0,7.21,3174.53,15.2,alto,0.0012,0
C01185,alto_riesgo,635.15,4971.77,0.898,0,1.96,5570.08,45.4,bajo,0.0138,0
C01186,medio_riesgo,671.76,6899.92,0.444,0,3.56,4657.22,40.8,medio,0.0049,0
C01187,bajo_riesgo,760.17,17482.16,0.066,0,6.22,2388.21,35.8,alto,0.0003,0
C01188,bajo_riesgo,748.87,13843.77,0.362,0,7.23,3522.79,7.2,alto,0.0009,0
C01189,alto_riesgo,572.69,10349.05,0.561,1,4.96,6848.05,23.3,bajo,0.0077,0
C01190,alto_riesgo,514.04,4746.84,0.623,1,4.67,11139.24,37.8,bajo,0.0295,0
C01191,bajo_riesgo,840.99,10466.62,0.088,0,5.34,6070.46,47.7,alto,0.0009,0
C01192,bajo_riesgo,753.8,18592.79,0.064,0,7.82,2014.03,1.1,alto,0.0002,0
C01193,alto_riesgo,607.29,5529.18,0.496,1,3.26,8923.05,13.0,bajo,0.0166,0
C01194,medio_riesgo,732.6,5254.99,0.368,1,0.13,3369.1,54.3,bajo,0.0104,0
C01195,bajo_riesgo,779.55,13528.93,0.034,0,5.42,3103.98,2.0,alto,0.0006,0
C01196,medio_riesgo,567.74,13039.58,0.383,1,3.97,3170.42,7.6,medio,0.0037,0
C01197,medio_riesgo,581.3,8657.97,0.272,0,2.32,3611.13,46.4,bajo,0.0037,0
C01198,alto_riesgo,386.07,2745.12,0.799,0,0.0,10397.21,35.0,bajo,0.0392,0
C01199,medio_riesgo,700.16,9648.49,0.565,0,5.03,1550.95,58.0,medio,0.003,0
C01200,medio_riesgo,521.41,8580.59,0.491,1,5.12,1862.39,55.2,medio,0.0116,0
C01201,bajo_riesgo,882.13,19805.88,0.076,0,6.57,4705.72,42.0,alto,0.0001,0
C01202,medio_riesgo,547.35,9104.09,0.316,1,3.3,1314.06,7.9,medio,0.0079,0
C01203,medio_riesgo,642.68,7340.73,0.212,0,2.78,2002.13,17.1,medio,0.0037,0
C01204,medio_riesgo,623.32,9769.33,0.222,0,5.41,5846.18,22.9,medio,0.0025,0
C01205,medio_riesgo,708.37,12882.06,0.282,0,2.86,3643.38,11.4,medio,0.0011,0
C01206,alto_riesgo,431.83,4712.18,0.805,0,4.06,5043.05,54.3,bajo,0.0236,0
C01207,bajo_riesgo,810.54,10409.32,0.606,1,7.84,3831.62,21.0,medio,0.0039,0
C01208,medio_riesgo,606.95,7344.4,0.201,1,1.67,785.33,26.4,medio,0.0082,0
C01209,alto_riesgo,485.66,6331.57,0.801,0,1.79,1662.27,31.2,bajo,0.0146,0
C01210,bajo_riesgo,731.85,16413.5,0.251,0,3.69,1266.6,58.7,alto,0.0005,0
C01211,bajo_riesgo,822.1,16100.81,0.257,1,4.27,4450.18,30.6,alto,0.0008,0
C01212,bajo_riesgo,823.67,14288.79,0.119,0,5.06,1759.92,27.1,alto,0.0005,0
C01213,alto_riesgo,426.69,9446.35,0.71,1,2.33,1495.91,0.5,bajo,0.0168,0
C01214,alto_riesgo,475.21,5819.61,0.474,0,5.07,8923.86,5.2,bajo,0.0113,0
C01215,bajo_riesgo,887.42,13323.62,0.076,0,6.64,288.72,45.8,medio,0.0005,0
C01216,medio_riesgo,659.96,10800.52,0.309,1,6.42,4589.32,13.3,medio,0.004,0
C01217,medio_riesgo,706.91,9229.03,0.359,2,2.97,6531.32,32.5,bajo,0.0101,0
C01218,bajo_riesgo,765.24,18616.72,0.04,0,3.37,1793.66,6.4,alto,0.0002,0
C01219,medio_riesgo,668.69,8366.64,0.258,1,1.66,11437.84,53.0,medio,0.0059,0
C01220,bajo_riesgo,805.32,14146.66,0.133,0,6.27,3906.01,22.3,medio,0.0005,0
C01221,bajo_riesgo,724.96,15068.83,0.053,0,4.59,2704.67,5.5,alto,0.0005,0
C01222,bajo_riesgo,772.22,13448.42,0.139,0,8.82,1091.56,10.1,alto,0.0007,0
C01223,alto_riesgo,384.5,10197.65,0.587,1,1.5,13617.03,17.2,bajo,0.0142,0
C01224,medio_riesgo,566.88,8701.33,0.347,0,4.89,1547.81,11.7,medio,0.0042,0
C01225,bajo_riesgo,815.96,6556.33,0.209,0,4.36,4760.65,44.4,medio,0.0026,0
C01226,bajo_riesgo,801.73,16768.12,0.162,0,7.31,3877.76,25.1,medio,0.0003,0
C01227,bajo_riesgo,804.26,12242.6,0.277,0,5.85,1507.35,42.0,medio,0.0009,0
C01228,bajo_riesgo,760.53,20736.23,0.042,0,7.24,710.39,7.3,alto,0.0001,0
C01229,bajo_riesgo,726.3,18523.74,0.293,0,9.19,5005.76,22.2,medio,0.0003,0
C01230,bajo_riesgo,801.28,17840.64,0.177,0,8.07,4516.78,37.8,alto,0.0003,0
C01231,bajo_riesgo,791.96,14185.34,0.145,0,7.3,724.36,9.5,alto,0.0006,0
C01232,alto_riesgo,553.75,3001.68,0.39,0,2.53,2142.49,32.5,bajo,0.0141,0
C01233,medio_riesgo,588.96,7432.84,0.648,0,7.33,3911.31,6.9,medio,0.0072,0
C01234,medio_riesgo,581.69,10839.24,0.409,2,5.3,930.35,14.8,medio,0.0113,0
C01235,bajo_riesgo,780.5,17696.92,0.272,0,2.6,2953.68,41.7,alto,0.0003,0
C01236,medio_riesgo,614.17,7901.83,0.348,0,8.95,4250.38,5.4,bajo,0.0043,0
C01237,medio_riesgo,594.38,8281.35,0.606,0,5.13,14032.2,10.5,bajo,0.0057,0
C01238,bajo_riesgo,768.2,14209.68,0.042,0,5.35,4150.44,50.7,alto,0.0005,0
C01239,bajo_riesgo,781.3,13643.44,0.113,0,4.96,3885.72,56.6,medio,0.0006,0
C01240,alto_riesgo,329.66,4881.93,0.545,0,1.27,8120.43,59.9,bajo,0.0227,0
C01241,alto_riesgo,566.74,4165.01,0.58,3,3.2,8560.09,46.5,bajo,0.1009,0
C01242,alto_riesgo,508.28,7068.17,0.599,2,4.54,5798.8,36.4,bajo,0.0366,0
C01243,bajo_riesgo,802.23,13955.27,0.072,1,7.02,5489.12,22.9,medio,0.001,0
C01244,medio_riesgo,508.93,11181.91,0.545,1,2.27,10714.8,35.7,medio,0.0077,0
C01245,bajo_riesgo,810.96,15633.45,0.146,1,9.96,1031.04,13.4,alto,0.0008,0
C01246,alto_riesgo,659.0,9222.94,0.73,2,4.08,7468.39,34.2,bajo,0.0181,0
C01247,medio_riesgo,499.32,8277.9,0.235,0,3.86,3642.25,11.5,medio,0.0049,0
C01248,bajo_riesgo,814.88,18665.12,0.098,0,8.46,2508.41,14.0,alto,0.0002,0
C01249,bajo_riesgo,809.57,12858.76,0.089,0,5.14,2649.16,49.1,alto,0.0006,0
C01250,medio_riesgo,607.11,8935.54,0.317,0,2.15,3872.45,23.0,bajo,0.0034,0
C01251,alto_riesgo,497.32,2911.05,0.529,0,3.45,2757.41,16.5,bajo,0.0201,0
C01252,bajo_riesgo,774.58,9850.1,0.105,0,7.76,2533.44,52.4,medio,0.0013,0
C01253,medio_riesgo,540.51,11099.21,0.445,0,2.18,3415.21,52.7,medio,0.0032,0
C01254,medio_riesgo,570.3,10299.97,0.346,0,3.25,2924.2,17.3,medio,0.003,0
C01255,medio_riesgo,560.25,9590.92,0.348,1,3.39,3444.39,2.3,medio,0.0072,0
C01256,medio_riesgo,690.51,10309.73,0.1,0,2.17,1138.12,13.0,medio,0.0016,0
C01257,bajo_riesgo,762.74,13773.75,0.165,0,8.72,1551.23,13.6,medio,0.0007,0
C01258,bajo_riesgo,761.1,19738.85,0.289,0,4.91,1104.08,29.4,alto,0.0002,0
C01259,medio_riesgo,561.99,10468.92,0.105,1,3.59,3156.97,28.6,bajo,0.0045,0
C01260,medio_riesgo,557.52,12053.96,0.226,2,2.9,2271.51,26.1,medio,0.0077,0
C01261,alto_riesgo,560.91,5252.76,0.573,1,0.84,2969.97,4.3,bajo,0.022,0
C01262,bajo_riesgo,756.98,18081.85,0.204,0,4.81,1518.07,40.4,medio,0.0003,0
C01263,bajo_riesgo,783.06,19110.46,0.343,0,5.28,847.32,7.7,medio,0.0003,0
C01264,bajo_riesgo,758.45,13463.28,0.062,0,6.62,1508.22,44.9,medio,0.0006,0
C01265,medio_riesgo,610.45,11073.42,0.518,1,4.28,3173.79,9.9,bajo,0.0056,0
C01266,medio_riesgo,546.38,12469.85,0.193,1,3.41,4100.98,35.1,medio,0.0035,0
C01267,medio_riesgo,669.52,11284.75,0.581,0,4.74,5773.21,50.5,medio,0.0024,0
C01268,alto_riesgo,482.22,6449.95,0.355,1,5.05,5292.76,11.9,bajo,0.0169,0
C01269,medio_riesgo,605.07,6808.47,0.26,0,1.02,4625.5,45.4,medio,0.0049,0
C01270,alto_riesgo,527.76,7146.75,0.67,0,1.47,3306.98,15.2,bajo,0.0094,0
C01271,medio_riesgo,530.02,11064.2,0.343,0,4.75,2316.24,39.6,medio,0.0029,0
C01272,medio_riesgo,517.09,7800.69,0.418,0,6.5,661.65,56.0,medio,0.0063,0
C01273,medio_riesgo,592.87,9409.43,0.189,0,3.81,4643.8,18.4,bajo,0.0028,0
C01274,medio_riesgo,714.98,6413.51,0.434,0,0.0,3089.74,49.4,bajo,0.0047,0
C01275,bajo_riesgo,809.49,12880.52,0.158,0,3.49,2763.27,7.8,alto,0.0007,0
C01276,medio_riesgo,643.08,10625.25,0.439,2,4.34,4661.12,42.0,medio,0.0102,0
C01277,alto_riesgo,349.38,5473.33,0.724,1,0.91,8131.74,13.9,bajo,0.0463,0
C01278,medio_riesgo,679.82,11876.46,0.43,0,3.87,3726.16,18.5,bajo,0.0017,0
C01279,medio_riesgo,535.18,5762.04,0.169,0,6.8,8966.37,18.8,medio,0.0067,0
C01280,alto_riesgo,387.78,5328.08,0.773,0,0.0,3927.36,42.9,bajo,0.0229,0
C01281,bajo_riesgo,754.66,16599.7,0.233,0,9.38,2468.66,39.7,alto,0.0004,0
C01282,bajo_riesgo,818.86,13432.28,0.297,0,6.59,2691.25,9.9,alto,0.0007,0
C01283,alto_riesgo,574.33,11540.3,0.59,0,1.52,3092.66,50.6,bajo,0.0031,0
C01284,bajo_riesgo,880.89,14004.75,0.058,0,3.56,1537.7,18.5,medio,0.0004,0
C01285,medio_riesgo,655.41,8102.5,0.35,1,0.0,17726.64,18.2,bajo,0.0073,0
C01286,alto_riesgo,376.64,5558.44,0.737,0,0.96,575.76,10.7,bajo,0.0217,0
C01287,medio_riesgo,624.01,8191.88,0.283,0,4.33,7018.94,10.8,medio,0.0036,0
C01288,medio_riesgo,730.68,11218.16,0.3,1,1.22,909.93,31.3,medio,0.0029,0
C01289,bajo_riesgo,739.76,18420.78,0.116,0,7.37,1649.73,22.4,medio,0.0003,0
C01290,bajo_riesgo,790.04,17197.16,0.173,1,5.71,5089.81,24.8,alto,0.0006,0
C01291,medio_riesgo,672.02,10674.09,0.507,2,3.81,4001.38,23.4,medio,0.01,0
C01292,medio_riesgo,574.25,7446.06,0.213,0,7.65,5741.89,41.1,bajo,0.0045,0
C01293,medio_riesgo,587.34,10159.09,0.144,0,5.34,8859.84,5.0,medio,0.0023,0
C01294,medio_riesgo,694.78,11595.26,0.402,0,5.82,6521.73,18.3,medio,0.0017,0
C01295,bajo_riesgo,816.78,17968.86,0.158,0,6.48,914.68,57.5,alto,0.0002,0
C01296,medio_riesgo,602.02,11137.19,0.578,0,4.85,2077.89,28.9,medio,0.003,0
C01297,alto_riesgo,424.51,7298.94,0.551,0,0.78,2694.66,7.8,bajo,0.0107,0
C01298,medio_riesgo,531.25,7728.28,0.471,0,3.14,3866.06,30.1,medio,0.0065,0
C01299,alto_riesgo,570.94,7791.51,0.703,2,1.52,3109.65,50.3,bajo,0.0299,0
C01300,medio_riesgo,612.67,12187.43,0.111,2,5.32,1319.23,21.7,bajo,0.0055,0
C01301,alto_riesgo,425.13,6478.79,0.707,2,1.43,13595.58,32.5,bajo,0.0588,0
C01302,bajo_riesgo,804.9,21076.15,0.147,0,8.83,7667.1,54.9,alto,0.0001,0
C01303,bajo_riesgo,734.4,13380.21,0.347,0,7.61,348.11,33.4,medio,0.001,0
C01304,bajo_riesgo,740.86,18865.77,0.112,0,4.28,678.43,39.5,alto,0.0002,0
C01305,bajo_riesgo,759.71,9004.84,0.198,0,4.95,4995.14,1.3,medio,0.0018,0
C01306,medio_riesgo,656.44,7559.25,0.262,1,0.2,6482.02,48.2,medio,0.0073,0
C01307,bajo_riesgo,799.01,17242.9,0.131,0,5.64,6836.11,49.8,alto,0.0003,0
C01308,bajo_riesgo,785.7,13343.51,0.222,1,4.69,5333.48,35.8,alto,0.0015,0
C01309,alto_riesgo,393.61,5355.31,0.535,0,2.55,1884.61,5.5,bajo,0.017,0
C01310,medio_riesgo,590.83,15815.88,0.173,2,0.21,1658.31,58.5,bajo,0.0031,0
C01311,bajo_riesgo,779.28,12219.12,0.148,0,4.49,5478.95,41.1,alto,0.0009,0
C01312,bajo_riesgo,814.27,14994.47,0.119,0,2.46,9241.79,26.6,alto,0.0004,0
C01313,medio_riesgo,742.81,10322.3,0.251,1,4.55,8290.85,52.6,bajo,0.0032,0
C01314,medio_riesgo,573.56,11978.55,0.286,0,5.01,1010.31,24.5,medio,0.002,0
C01315,alto_riesgo,524.67,3072.36,0.446,4,0.84,2517.39,38.5,bajo,0.2135,0
C01316,medio_riesgo,659.1,9089.85,0.436,0,8.17,2068.09,13.4,bajo,0.0033,0
C01317,alto_riesgo,482.13,8059.48,0.593,1,3.0,11385.92,53.6,bajo,0.0163,0
C01318,bajo_riesgo,764.63,15067.58,0.31,0,6.47,3026.59,31.7,medio,0.0006,0
C01319,bajo_riesgo,809.47,12793.73,0.198,0,7.51,1431.4,14.2,alto,0.0007,0
C01320,medio_riesgo,519.52,8672.43,0.405,0,4.51,2018.46,5.2,medio,0.0052,0
C01321,alto_riesgo,544.77,3890.67,0.861,3,1.46,4398.05,53.9,bajo,0.1506,0
C01322,alto_riesgo,479.89,4605.73,0.329,1,0.0,1354.84,11.8,bajo,0.0238,0
C01323,bajo_riesgo,735.77,12438.44,0.088,0,5.55,4216.44,59.4,medio,0.0009,0
C01324,medio_riesgo,611.02,9030.76,0.332,0,6.53,8405.37,8.6,bajo,0.0034,0
C01325,bajo_riesgo,805.02,15709.46,0.115,0,8.79,3432.68,27.6,alto,0.0004,0
C01326,alto_riesgo,628.89,5248.26,0.744,0,2.76,4113.73,31.8,bajo,0.0111,0
C01327,bajo_riesgo,760.49,11438.25,0.16,1,9.3,3511.58,14.8,medio,0.0022,0
C01328,bajo_riesgo,749.86,9147.98,0.072,0,8.64,2083.18,59.6,medio,0.0016,0
C01329,alto_riesgo,412.88,8210.89,0.396,1,4.05,5083.79,34.6,bajo,0.0154,0
C01330,medio_riesgo,617.26,11093.77,0.431,2,4.87,2291.03,34.3,bajo,0.0099,0
C01331,bajo_riesgo,839.43,12142.63,0.154,0,9.06,1875.39,52.4,alto,0.0007,0
C01332,bajo_riesgo,864.14,19711.36,0.144,0,7.31,2068.64,34.9,alto,0.0001,0
C01333,medio_riesgo,632.31,11369.09,0.761,1,3.54,2464.39,28.6,bajo,0.0066,0
C01334,bajo_riesgo,773.65,17259.09,0.151,0,4.76,1435.49,28.6,alto,0.0003,0
C01335,alto_riesgo,471.46,4661.7,0.49,0,0.0,6920.49,42.9,bajo,0.0146,0
C01336,alto_riesgo,483.01,5062.87,0.411,1,1.95,5738.68,21.0,bajo,0.0237,0
C01337,bajo_riesgo,778.71,13408.15,0.142,0,9.36,1631.89,30.6,alto,0.0007,0
C01338,medio_riesgo,545.44,4751.19,0.229,1,0.98,7518.1,19.4,bajo,0.0169,0
C01339,medio_riesgo,542.17,8071.62,0.552,0,3.84,1322.22,53.6,medio,0.0065,0
C01340,medio_riesgo,516.45,9314.76,0.296,0,4.12,3991.06,12.3,bajo,0.004,0
C01341,alto_riesgo,489.44,3889.31,0.607,3,3.04,6753.13,34.6,bajo,0.1338,0
C01342,medio_riesgo,549.71,8196.38,0.212,0,3.61,4239.51,19.2,medio,0.0041,0
C01343,medio_riesgo,585.56,11776.01,0.084,1,3.96,10351.09,33.2,bajo,0.0031,0
C01344,alto_riesgo,564.85,4645.99,0.912,1,3.32,2870.13,31.3,bajo,0.0363,0
C01345,bajo_riesgo,783.53,11548.22,0.303,0,1.19,1800.49,27.8,alto,0.0012,0
C01346,bajo_riesgo,748.62,10270.75,0.032,0,7.5,4331.45,27.1,alto,0.0012,0
C01347,bajo_riesgo,725.8,15116.18,0.298,1,5.0,2761.03,26.5,medio,0.0014,0
C01348,alto_riesgo,478.74,4579.21,0.793,2,4.66,9529.89,24.7,bajo,0.0794,0
C01349,medio_riesgo,472.78,6550.13,0.681,0,2.63,2341.34,8.5,bajo,0.0126,0
C01350,bajo_riesgo,795.35,16889.93,0.182,1,2.51,1121.39,55.7,alto,0.0007,0
C01351,medio_riesgo,553.03,10968.67,0.369,1,4.09,2146.36,58.6,medio,0.0057,0
C01352,alto_riesgo,359.21,7374.6,0.518,1,5.64,7541.05,27.8,bajo,0.0246,0
C01353,bajo_riesgo,792.4,19439.0,0.208,0,5.55,5019.03,26.7,medio,0.0002,0
C01354,bajo_riesgo,710.9,24308.62,0.18,0,5.51,2441.25,24.2,alto,0.0001,0
C01355,alto_riesgo,519.59,10764.28,0.727,1,0.34,1222.82,13.1,bajo,0.0101,0
C01356,bajo_riesgo,719.27,14372.3,0.029,0,6.92,814.65,4.6,alto,0.0006,0
C01357,alto_riesgo,328.39,6325.4,0.653,0,3.34,7765.05,1.4,bajo,0.0195,0
C01358,bajo_riesgo,761.22,12529.81,0.131,0,7.12,2014.05,33.8,alto,0.0008,0
C01359,bajo_riesgo,802.41,11077.43,0.314,0,8.35,398.16,42.5,alto,0.0012,0
C01360,bajo_riesgo,818.52,13411.1,0.088,0,4.41,4158.27,5.5,medio,0.0006,0
C01361,medio_riesgo,577.62,11139.7,0.547,0,1.54,3150.65,29.3,bajo,0.0032,0
C01362,bajo_riesgo,783.3,12092.69,0.071,0,7.79,4611.48,10.2,alto,0.0008,0
C01363,alto_riesgo,516.52,6163.17,0.753,4,3.26,3083.67,9.3,bajo,0.1782,0
C01364,bajo_riesgo,740.06,15686.3,0.232,0,10.53,4102.1,44.1,alto,0.0005,0
C01365,alto_riesgo,581.61,8656.6,0.694,1,0.72,3277.17,55.3,bajo,0.0122,0
C01366,bajo_riesgo,774.37,19727.63,0.064,0,3.55,241.27,54.4,alto,0.0002,0
